;index;transaction_id;description;Amount;category;date;month;customer_id;type;In_or_Out;bank_to;bank_from;transac_prob;description_prob;priority;home_bank;customer_prob;is_scam_transaction;fraud_type;case_id;interbank;day_of_month;weight_bank;weight_priority;weight_category;weight_day;transac_prob_weight;description_prob_weight;customer_prob_weight;prediction;to_investigate;chosen;cash_inv;ext_investigator;net_gain
179;361146;475315;Credit Card Payment - Visa **** 4567;88.89;Credit Card Payment;2024-12-31;December;12021;spending;paid_out;bank_E;bank_B;0.45;0.63;2;bank_B;0.33;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;5.13476203053516e-10;0.006493919685775031;0.0012138653755853835;0.0082;0.0;-0.0;0.0;0.0;0.0
180;361147;475316;Gap - Kids' Fashion;32.72;Shopping;2024-12-31;December;12080;spending;paid_out;bank_B;bank_C;0.36;0.62;1;bank_C;0.33;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;0.02643742096421169;0.0005317143595208686;4.107809624428128e-10;0.0063908415955246335;0.0012138653755853835;0.0346;1.0;1.0;0.0;0.0;-0.0
181;361148;475317;Walmart - Household Supplies;70.59;Groceries;2024-12-31;December;12080;spending;paid_out;bank_E;bank_C;0.56;0.52;1;bank_C;0.33;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;6.389926082443756e-10;0.005360060693020661;0.0012138653755853835;0.0071;0.0;-0.0;0.0;0.0;0.0
182;361149;475318;Amazon - Online Shopping;179.27;Shopping;2024-12-31;December;12080;spending;paid_out;bank_D;bank_C;0.76;0.62;3;bank_C;0.33;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;0.02643742096421169;0.0005317143595208686;8.672042540459381e-10;0.0063908415955246335;0.0012138653755853835;0.0346;1.0;1.0;0.0;0.0;-0.0
183;361150;475319;Gas Station - Fuel Purchase;47.75;Transportation;2024-12-31;December;12120;spending;paid_out;bank_C;bank_E;0.33;0.16;1;bank_E;0.61;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;6.67111450066398e-09;0.0005317143595208686;3.7654921557257843e-10;0.001649249444006357;0.002243811754869951;0.0044;0.0;-0.0;0.0;0.0;0.0
184;361151;475320;Save Mart Supermarkets;47.15;Groceries;2024-12-31;December;12120;spending;paid_out;bank_E;bank_E;0.45;0.55;1;bank_E;0.61;0.0;;;0;31;4.461238324197369e-08;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.13476203053516e-10;0.005669294963771853;0.002243811754869951;0.0084;0.0;-0.0;-0.0;-0.0;0.0
185;361152;475321;Online Retailer - Outdoor Gear;186.26;Online Shopping;2024-12-31;December;12141;spending;paid_out;bank_C;bank_D;0.58;0.47;3;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;2.1626832798048924e-09;4.974510226048939e-09;0.0005317143595208686;6.618137728245317e-10;0.004844670241768673;0.0027955687437723983;0.0082;0.0;-0.0;0.0;0.0;0.0
186;361153;475322;Transfer to Savings Account - Rainy Day Fund;300.43;Transfers;2024-12-31;December;12141;spending;paid_out;bank_D;bank_D;0.65;0.12;3;bank_D;0.76;0.0;;;0;31;4.011498757672601e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;7.416878488550787e-10;0.0012369370830047678;0.0027955687437723983;0.0046;0.0;-0.0;-0.0;-0.0;0.0
187;361154;475323;Transfer to Emergency Fund;172.33;Transfers;2024-12-31;December;12141;spending;paid_out;bank_E;bank_D;0.55;0.23;3;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.275820259542974e-10;0.002370796075759138;0.0027955687437723983;0.0057;0.0;-0.0;0.0;0.0;0.0
188;361155;475324;Electronics Store - Gadget Purchase;180.73;Electronics;2024-12-31;December;12141;spending;paid_out;bank_D;bank_D;0.7;0.69;3;bank_D;0.76;0.0;;;0;31;4.011498757672601e-09;2.1626832798048924e-09;0.048274458677350085;0.0005317143595208686;7.987407603054693e-10;0.007112388227277415;0.0027955687437723983;0.0587;1.0;1.0;-0.0;-0.0;0.0
189;361156;475325;Costco Wholesale;82.47;Groceries;2024-12-31;December;12141;spending;paid_out;bank_C;bank_D;0.61;0.15;2;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;1.7470791163980312e-09;0.0005317143595208686;6.960455196947661e-10;0.0015461713537559597;0.0027955687437723983;0.0049;0.0;-0.0;0.0;0.0;0.0
190;361157;475326;Endocrinology Clinic - Hormone Evaluation;132.28;Healthcare;2024-12-31;December;12141;spending;paid_out;bank_E;bank_D;0.54;0.42;2;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;0.0034360632906041853;0.0005317143595208686;6.161714436642193e-10;0.004329279790516687;0.0027955687437723983;0.0111;0.0;-0.0;0.0;0.0;0.0
191;361158;475327;Coffee Shop - Morning Brew;6.83;Dining Out;2024-12-31;December;12141;spending;paid_out;bank_C;bank_D;0.39;0.55;1;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;4.450127093130472e-10;0.005669294963771853;0.0027955687437723983;0.009;0.0;-0.0;0.0;0.0;0.0
192;361159;475328;Monthly Account Maintenance Fee;7.86;Bank Fees;2024-12-31;December;12141;spending;paid_out;bank_C;bank_D;0.24;0.57;1;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;0.00845497589725443;0.0005317143595208686;2.738539749618752e-10;0.005875451144272646;0.0027955687437723983;0.0177;0.0;-0.0;0.0;0.0;0.0
193;361160;475329;Food City;48.55;Groceries;2024-12-31;December;12141;spending;paid_out;bank_A;bank_D;0.3;0.48;1;bank_D;0.76;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.42317468702344e-10;0.004947748332019071;0.0027955687437723983;0.0083;0.0;-0.0;0.0;0.0;0.0
194;361161;475330;Transfer to Investment Account;504.23;Transfers;2024-12-31;December;12159;spending;paid_out;bank_D;bank_E;0.76;0.28;3;bank_E;0.67;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;8.672042540459381e-10;0.002886186527011125;0.00246451455043093;0.0059;0.0;-0.0;0.0;0.0;0.0
195;361162;475331;Transfer from Current to Savings;201.08;Transfers;2024-12-31;December;12159;spending;paid_out;bank_E;bank_E;0.74;0.31;3;bank_E;0.67;0.0;;;0;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;8.443830894657819e-10;0.0031954207977623167;0.00246451455043093;0.0062;0.0;-0.0;-0.0;-0.0;0.0
196;361163;475332;Car Loan Payment - Auto Finance Inc.;298.96;Loan Payment;2024-12-31;December;12159;spending;paid_out;bank_E;bank_E;0.56;0.66;3;bank_E;0.67;0.0;;;0;31;4.461238324197369e-08;2.1626832798048924e-09;0.0014869299935781682;0.0005317143595208686;6.389926082443756e-10;0.006803153956526223;0.00246451455043093;0.0113;0.0;-0.0;-0.0;-0.0;0.0
197;361164;475333;DesignMyNight ;47.04;Entertainment;2024-12-31;December;12159;spending;paid_out;bank_D;bank_E;0.52;0.39;1;bank_E;0.67;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;0.023290360665590794;0.0005317143595208686;5.933502790840629e-10;0.004020045519765495;0.00246451455043093;0.0303;1.0;1.0;0.0;0.0;-0.0
198;361165;475334;Facebook Marketplace Upfront payment;35.4;Utilities;2024-12-31;December;12159;spending;paid_out;bank_A;bank_E;0.1;0.37;1;bank_E;0.67;1.0;Purchase;7884059.0;1;31;4.461238324197369e-08;1.4582620672969162e-09;0.023542780806501303;0.0005317143595208686;1.1410582290078135e-10;0.0038138893392647005;0.00246451455043093;0.0304;1.0;1.0;0.0;0.0;35.4
199;361166;475335;Fuel Purchase - Gas Station;47.92;Transportation;2024-12-31;December;12160;spending;paid_out;bank_C;bank_B;0.33;0.56;1;bank_B;0.56;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;6.67111450066398e-09;0.0005317143595208686;3.7654921557257843e-10;0.00577237305402225;0.0020598927585691357;0.0084;0.0;-0.0;0.0;0.0;0.0
200;361167;475337;Credit Card Payment - Mastercard **** 2345;85.47;Credit Card Payment;2024-12-31;December;12160;spending;paid_out;bank_A;bank_B;0.49;0.3;2;bank_B;0.56;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;5.591185322138286e-10;0.0030923427075119194;0.0020598927585691357;0.0057;0.0;-0.0;0.0;0.0;0.0
201;361168;475338;Food Lion;51.41;Groceries;2024-12-31;December;12160;spending;paid_out;bank_A;bank_B;0.44;0.59;1;bank_B;0.56;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.020656207634379e-10;0.006081607324773442;0.0020598927585691357;0.0087;0.0;-0.0;0.0;0.0;0.0
202;361169;475339;Car Loan Payment - Auto Finance Inc.;300.36;Loan Payment;2024-12-31;December;12160;spending;paid_out;bank_B;bank_B;0.57;0.39;3;bank_B;0.56;0.0;;;0;31;3.340206885552361e-09;2.1626832798048924e-09;0.0014869299935781682;0.0005317143595208686;6.504031905344536e-10;0.004020045519765495;0.0020598927585691357;0.0081;0.0;-0.0;-0.0;-0.0;0.0
203;361170;475340;Fast Food - Lunch on the Go;11.88;Dining Out;2024-12-31;December;12169;spending;paid_out;bank_D;bank_B;0.38;0.29;1;bank_B;0.59;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;4.336021270229691e-10;0.002989264617261522;0.0021702441563496246;0.0057;0.0;-0.0;0.0;0.0;0.0
204;361171;475341;Coffee Shop - Morning Brew;6.18;Dining Out;2024-12-31;December;12181;spending;paid_out;bank_E;bank_C;0.32;0.41;1;bank_C;0.47;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;3.651386332825003e-10;0.00422620170026629;0.001728838565227667;0.0065;0.0;-0.0;0.0;0.0;0.0
205;361172;475342;Grocery Shopping - Fresh Mart;42.27;Groceries;2024-12-31;December;12181;spending;paid_out;bank_E;bank_C;0.28;0.54;1;bank_C;0.47;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.194963041221878e-10;0.005566216873521455;0.001728838565227667;0.0078;0.0;-0.0;0.0;0.0;0.0
206;361173;475343;Electronics Store Purchase - Tech Haven;262.54;Electronics;2024-12-31;December;12181;spending;paid_out;bank_C;bank_C;0.66;0.65;3;bank_C;0.47;0.0;;;0;31;2.77250156908173e-09;2.1626832798048924e-09;0.048274458677350085;0.0005317143595208686;7.530984311451569e-10;0.006700075866275826;0.001728838565227667;0.0572;1.0;1.0;-0.0;-0.0;0.0
207;361174;475344;Credit Card Payment - Visa **** 1234;68.96;Credit Card Payment;2024-12-31;December;12187;spending;paid_out;bank_B;bank_A;0.5;0.45;1;bank_A;0.21;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;4.158424766910558e-09;0.0005317143595208686;5.705291145039067e-10;0.0046385140612678795;0.0007724597844634258;0.0059;0.0;-0.0;0.0;0.0;0.0
208;361175;475345;Credit Card Payment - Visa **** 1234;71.69;Credit Card Payment;2024-12-31;December;12226;spending;paid_out;bank_D;bank_C;0.43;0.57;1;bank_C;0.58;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;4.158424766910558e-09;0.0005317143595208686;4.906550384733598e-10;0.005875451144272646;0.0021334603570894615;0.0085;0.0;-0.0;0.0;0.0;0.0
209;361176;475346;Whole Foods Market - Grocery Shopping;50.55;Groceries;2024-12-31;December;12226;spending;paid_out;bank_C;bank_C;0.45;0.53;1;bank_C;0.58;0.0;;;0;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.13476203053516e-10;0.0054631387832710585;0.0021334603570894615;0.0081;0.0;-0.0;-0.0;-0.0;0.0
210;361177;475347;Prescription Medications - Pharmacy;30.55;Healthcare;2024-12-31;December;12226;spending;paid_out;bank_A;bank_C;0.17;0.19;1;bank_C;0.58;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;0.0034360632906041853;0.0005317143595208686;1.9397989893132828e-10;0.001958483714757549;0.0021334603570894615;0.0081;0.0;-0.0;0.0;0.0;0.0
211;361178;475348;Home Depot - Home Improvement;104.94;Home Improvement;2024-12-31;December;12226;spending;paid_out;bank_D;bank_C;0.48;0.61;2;bank_C;0.58;0.0;;;1;31;2.77250156908173e-09;1.948926352415131e-09;1.1059120955511165e-08;0.0005317143595208686;5.477079499237504e-10;0.0062877635052742365;0.0021334603570894615;0.009;0.0;-0.0;0.0;0.0;0.0
212;361179;475349;Fuel Purchase - Gas Station;42.64;Transportation;2024-12-31;December;12262;spending;paid_out;bank_A;bank_A;0.18;0.5;1;bank_A;0.59;0.0;;;0;31;1.5635019273921968e-09;1.4582620672969162e-09;6.67111450066398e-09;0.0005317143595208686;2.053904812214064e-10;0.005153904512519866;0.0021702441563496246;0.0079;0.0;-0.0;-0.0;-0.0;0.0
213;361180;475350;Electronics Store - Gadget Purchase;173.76;Electronics;2024-12-31;December;12310;spending;paid_out;bank_D;bank_C;0.68;0.1;3;bank_C;0.43;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;0.048274458677350085;0.0005317143595208686;7.759195957253131e-10;0.0010307809025039733;0.0015817033681870148;0.0514;1.0;1.0;0.0;0.0;-0.0
214;361181;475351;Credit Card Payment - Mastercard **** 2345;108.15;Credit Card Payment;2024-12-31;December;12325;spending;paid_out;bank_D;bank_B;0.59;0.17;2;bank_B;0.73;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;6.732243551146098e-10;0.0017523275342567546;0.002685217345991909;0.005;0.0;-0.0;0.0;0.0;0.0
215;361182;475355;Home Improvement - Home Depot;145.64;Home Improvement;2024-12-31;December;12345;spending;paid_out;bank_E;bank_D;0.65;0.2;2;bank_D;0.36;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;1.1059120955511165e-08;0.0005317143595208686;7.416878488550787e-10;0.0020615618050079465;0.0013242167733658727;0.0039;0.0;-0.0;0.0;0.0;0.0
216;361183;475356;Credit Card Payment - Visa **** 7890;95.7;Credit Card Payment;2024-12-31;December;12345;spending;paid_out;Intrnl;bank_D;0.43;0.32;4;bank_D;0.36;0.0;;;0;31;4.011498757672601e-09;0.021451392157485955;4.158424766910558e-09;0.0005317143595208686;4.906550384733598e-10;0.003298498888012714;0.0013242167733658727;0.0266;0.0;-0.0;-0.0;-0.0;0.0
217;361184;475359;Acupuncture Therapy - Pain Relief;81.43;Healthcare;2024-12-31;December;12372;spending;paid_out;bank_D;bank_E;0.65;0.22;2;bank_E;0.44;0.0;;;1;31;4.461238324197369e-08;1.948926352415131e-09;0.0034360632906041853;0.0005317143595208686;7.416878488550787e-10;0.002267717985508741;0.001618487167447178;0.0079;0.0;-0.0;0.0;0.0;0.0
218;361185;475360;Transfer to Vacation Fund;349.98;Transfers;2024-12-31;December;12372;spending;paid_out;bank_C;bank_E;0.79;0.44;3;bank_E;0.44;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;9.014360009161726e-10;0.004535435971017482;0.001618487167447178;0.0067;0.0;-0.0;0.0;0.0;0.0
219;361186;475361;Transfer to Investment Account;498.15;Transfers;2024-12-31;December;12372;spending;paid_out;bank_C;bank_E;0.57;0.64;3;bank_E;0.44;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.504031905344536e-10;0.006596997776025428;0.001618487167447178;0.0087;0.0;-0.0;0.0;0.0;0.0
220;361187;475363;Credit Card Payment - American Express **** 3456;225.81;Credit Card Payment;2024-12-31;December;12374;spending;paid_out;bank_B;bank_C;0.62;0.57;3;bank_C;0.7;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;4.158424766910558e-09;0.0005317143595208686;7.074561019848442e-10;0.005875451144272646;0.002574865948211419;0.009;0.0;-0.0;0.0;0.0;0.0
221;361188;475364;Transfer to Vacation Fund;405.61;Transfers;2024-12-31;December;12374;spending;paid_out;bank_E;bank_C;0.69;0.34;3;bank_C;0.7;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;7.873301780153911e-10;0.0035046550685135093;0.002574865948211419;0.0066;0.0;-0.0;0.0;0.0;0.0
222;361189;475365;Target Grocery;58.0;Groceries;2024-12-31;December;12466;spending;paid_out;bank_C;bank_C;0.51;0.12;1;bank_C;0.56;0.0;;;0;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.819396967939848e-10;0.0012369370830047678;0.0020598927585691357;0.0038;0.0;-0.0;-0.0;-0.0;0.0
223;361190;475366;Credit Card Payment - Mastercard **** 6789;127.24;Credit Card Payment;2024-12-31;December;12536;spending;paid_out;bank_E;bank_B;0.49;0.47;2;bank_B;0.63;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;5.591185322138286e-10;0.004844670241768673;0.0023173793533902776;0.0077;0.0;-0.0;0.0;0.0;0.0
224;361191;475367;Amazon - Online Shopping;182.21;Shopping;2024-12-31;December;12536;spending;paid_out;bank_D;bank_B;0.56;0.34;3;bank_B;0.63;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;0.02643742096421169;0.0005317143595208686;6.389926082443756e-10;0.0035046550685135093;0.0023173793533902776;0.0328;1.0;1.0;0.0;0.0;-0.0
225;361192;475369;Fuel Purchase - Gas Station;47.52;Transportation;2024-12-31;December;12536;spending;paid_out;bank_A;bank_B;0.35;0.27;1;bank_B;0.63;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;6.67111450066398e-09;0.0005317143595208686;3.9937038015273463e-10;0.0027831084367607277;0.0023173793533902776;0.0056;0.0;-0.0;0.0;0.0;0.0
226;361193;475372;Transfer to Vacation Fund;392.97;Transfers;2024-12-31;December;12590;spending;paid_out;bank_C;bank_A;0.71;0.34;3;bank_A;0.27;0.0;;;1;31;1.5635019273921968e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;8.101513425955474e-10;0.0035046550685135093;0.0009931625800244047;0.005;0.0;-0.0;0.0;0.0;0.0
227;361194;475374;On the Beach;434.56;Holiday;2024-12-31;December;12591;spending;paid_out;bank_D;bank_E;0.54;0.13;3;bank_E;0.85;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;0.09441163101815048;0.0005317143595208686;6.161714436642193e-10;0.0013400151732551652;0.0031266229371138664;0.0994;1.0;1.0;0.0;0.0;-0.0
228;361195;475375;Transfer to Emergency Fund;204.74;Transfers;2024-12-31;December;12597;spending;paid_out;bank_C;bank_A;0.73;0.35;3;bank_A;0.49;0.0;;;1;31;1.5635019273921968e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;8.329725071757038e-10;0.003607733158763906;0.0018024061637479936;0.0059;0.0;-0.0;0.0;0.0;0.0
229;361196;475376;Grocery Shopping - Supermart;59.04;Groceries;2024-12-31;December;12597;spending;paid_out;bank_B;bank_A;0.58;0.24;1;bank_A;0.49;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;6.618137728245317e-10;0.0024738741660095356;0.0018024061637479936;0.0048;0.0;-0.0;0.0;0.0;0.0
230;361197;475378;Transfer from Current to Savings;192.76;Transfers;2024-12-31;December;12597;spending;paid_out;bank_A;bank_A;0.61;0.41;3;bank_A;0.49;0.0;;;0;31;1.5635019273921968e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.960455196947661e-10;0.00422620170026629;0.0018024061637479936;0.0066;0.0;-0.0;-0.0;-0.0;0.0
231;361198;475379;Transfer to Investment Account;497.17;Transfers;2024-12-31;December;12609;spending;paid_out;bank_C;bank_C;0.72;0.38;3;bank_C;0.63;0.0;;;0;31;2.77250156908173e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;8.215619248856256e-10;0.003916967429515098;0.0023173793533902776;0.0068;0.0;-0.0;-0.0;-0.0;0.0
232;361199;475380;Piggly Wiggly;30.34;Groceries;2024-12-31;December;12609;spending;paid_out;bank_E;bank_C;0.1;0.54;1;bank_C;0.63;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;1.1410582290078135e-10;0.005566216873521455;0.0023173793533902776;0.0084;0.0;-0.0;0.0;0.0;0.0
233;361200;475381;Meijer;49.98;Groceries;2024-12-31;December;12609;spending;paid_out;bank_B;bank_C;0.57;0.31;1;bank_C;0.63;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;6.504031905344536e-10;0.0031954207977623167;0.0023173793533902776;0.006;0.0;-0.0;0.0;0.0;0.0
234;361201;475382;Amazon.com - Online Shopping;89.36;Online Shopping;2024-12-31;December;12609;spending;paid_out;bank_C;bank_C;0.4;0.32;2;bank_C;0.63;0.0;;;0;31;2.77250156908173e-09;1.948926352415131e-09;4.974510226048939e-09;0.0005317143595208686;4.564232916031254e-10;0.003298498888012714;0.0023173793533902776;0.0061;0.0;-0.0;-0.0;-0.0;0.0
235;361202;475384;Online Retailer - Electronics Purchase;195.16;Online Shopping;2024-12-31;December;12666;spending;paid_out;bank_E;bank_B;0.65;0.17;3;bank_B;0.43;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;4.974510226048939e-09;0.0005317143595208686;7.416878488550787e-10;0.0017523275342567546;0.0015817033681870148;0.0039;0.0;-0.0;0.0;0.0;0.0
236;361203;475385;Credit Card Payment - Visa **** 7890;101.09;Credit Card Payment;2024-12-31;December;12666;spending;paid_out;bank_D;bank_B;0.41;0.13;2;bank_B;0.43;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;4.678338738932034e-10;0.0013400151732551652;0.0015817033681870148;0.0035;0.0;-0.0;0.0;0.0;0.0
237;361204;475386;Transfer to Investment Account;403.16;Transfers;2024-12-31;December;12666;spending;paid_out;bank_E;bank_B;0.65;0.23;3;bank_B;0.43;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;7.416878488550787e-10;0.002370796075759138;0.0015817033681870148;0.0045;0.0;-0.0;0.0;0.0;0.0
238;361205;475387;Ralphs;37.28;Groceries;2024-12-31;December;12666;spending;paid_out;bank_B;bank_B;0.23;0.44;1;bank_B;0.43;0.0;;;0;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;2.624433926717971e-10;0.004535435971017482;0.0015817033681870148;0.0066;0.0;-0.0;-0.0;-0.0;0.0
239;361206;475388;Online Retailer - Tech Gadgets;252.22;Online Shopping;2024-12-31;December;12684;spending;paid_out;bank_E;bank_E;0.76;0.5;3;bank_E;0.36;0.0;;;0;31;4.461238324197369e-08;2.1626832798048924e-09;4.974510226048939e-09;0.0005317143595208686;8.672042540459381e-10;0.005153904512519866;0.0013242167733658727;0.007;0.0;-0.0;-0.0;-0.0;0.0
240;361207;475389;Transfer from Current to Savings;192.22;Transfers;2024-12-31;December;12684;spending;paid_out;bank_E;bank_E;0.53;0.14;3;bank_E;0.36;0.0;;;0;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.047608613741411e-10;0.0014430932635055625;0.0013242167733658727;0.0033;0.0;-0.0;-0.0;-0.0;0.0
241;361208;475390;Speech and Hearing Center - Communication Evaluation;133.51;Healthcare;2024-12-31;December;12689;spending;paid_out;bank_D;bank_B;0.64;0.63;2;bank_B;0.54;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;0.0034360632906041853;0.0005317143595208686;7.302772665650006e-10;0.006493919685775031;0.0019863251600488094;0.0124;0.0;-0.0;0.0;0.0;0.0
242;361209;475393;IGA;43.96;Groceries;2024-12-31;December;12753;spending;paid_out;bank_D;bank_B;0.2;0.18;1;bank_B;0.37;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;2.282116458015627e-10;0.0018554056245071516;0.001361000572626036;0.0037;0.0;-0.0;0.0;0.0;0.0
243;361210;475395;Coffee Shop - Afternoon Pick-Me-Up;6.57;Dining Out;2024-12-31;December;12767;spending;paid_out;bank_B;bank_E;0.18;0.36;1;bank_E;0.46;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;2.053904812214064e-10;0.003710811249014303;0.0016920547659675042;0.0059;0.0;-0.0;0.0;0.0;0.0
244;361211;475396;Transfer to Investment Account;456.93;Transfers;2024-12-31;December;12767;spending;paid_out;bank_D;bank_E;0.5;0.26;3;bank_E;0.46;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;5.705291145039067e-10;0.0026800303465103303;0.0016920547659675042;0.0049;0.0;-0.0;0.0;0.0;0.0
245;361212;475397;Home Improvement - Hardware Store;142.65;Home Improvement;2024-12-31;December;12767;spending;paid_out;bank_A;bank_E;0.67;0.37;2;bank_E;0.46;0.0;;;1;31;4.461238324197369e-08;1.948926352415131e-09;1.1059120955511165e-08;0.0005317143595208686;7.64509013435235e-10;0.0038138893392647005;0.0016920547659675042;0.006;0.0;-0.0;0.0;0.0;0.0
246;361213;475401;Electronics Store - Gadget Purchase;226.36;Electronics;2024-12-31;December;12795;spending;paid_out;bank_A;bank_B;0.63;0.3;3;bank_B;0.47;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;0.048274458677350085;0.0005317143595208686;7.188666842749225e-10;0.0030923427075119194;0.001728838565227667;0.0536;1.0;1.0;0.0;0.0;-0.0
247;361214;475403;Grocery Shopping - Neighborhood Store;46.18;Groceries;2024-12-31;December;12805;spending;paid_out;bank_A;bank_C;0.24;0.35;1;bank_C;0.6;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;2.738539749618752e-10;0.003607733158763906;0.0022070279556097878;0.0063;0.0;-0.0;0.0;0.0;0.0
248;361215;475404;Car Loan Payment - Auto Finance Inc.;299.42;Loan Payment;2024-12-31;December;12816;spending;paid_out;bank_E;bank_B;0.5;0.36;3;bank_B;0.61;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;0.0014869299935781682;0.0005317143595208686;5.705291145039067e-10;0.003710811249014303;0.002243811754869951;0.008;0.0;-0.0;0.0;0.0;0.0
249;361216;475405;Topshop - Affordable Style;50.19;Shopping;2024-12-31;December;12830;spending;paid_out;bank_E;bank_D;0.49;0.25;1;bank_D;0.49;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;0.02643742096421169;0.0005317143595208686;5.591185322138286e-10;0.002576952256259933;0.0018024061637479936;0.0313;1.0;1.0;0.0;0.0;-0.0
250;361217;475406;Transfer to Vacation Fund;349.55;Transfers;2024-12-31;December;12830;spending;paid_out;bank_D;bank_D;0.57;0.41;3;bank_D;0.49;0.0;;;0;31;4.011498757672601e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.504031905344536e-10;0.00422620170026629;0.0018024061637479936;0.0066;0.0;-0.0;-0.0;-0.0;0.0
